Project.ID,Requirement.description,NFR
15,During system testing and commissioning the Vendors system shall demonstrate that invalid login attempts are logged and reported in a timely manner to an interface specified by the Principal',SE
15,During system testing and commissioning the Vendors system shall demonstrate the capability to create unique user names and passwords',SE
15,"Prior to system testing and commissioning the Principal shall verify that individual passwords have not been divulged to other persons and if so, have been changed'",SE
15,Prior to system testing and commissioning the Vendor will verify that user names and passwords approved by the Principal to be shared by a Vendors service group are correctly logged and maintained',SE
15,"During system testing and commissioning, the Vendors system shall demonstrate the capability to create and maintain system accounts '",SE
15,During testing and conmissioning the Vendors system shall demonstrate the capability to change default passwords in accordance predefined timeout requirements',SE
15,During system testing and commissioning the Vendors system shall demonstrate the capability to remove or disable unused system default accounts',SE
15,"During testing  and  commissioning, the Vendors system shall  demonstrate and verify that all  passwords are comprised of at least eight characters in length and consist of a combination of at least three of the following four character sets lowercase, uppercase, numeric digit, and special character'",SE
15,During system testing and commissioning the Vendors system shall demonstrate that users are prompted to change their passwords days prior to expiration with a default of 30 days',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that service, auto-login and operator accounts are configured so that they never expire nor become disabled automatically'",SE
15,"During system testing and commissioning, the Vendors system shall demonstrate that encryption is used during administration of network devices within the ASD over Ethernet'",SE
15,During system testing and commissioning the Vendors system shall demonstrate that network devices have passwords encrypted within the device',SE
15,During system testing and commissioning the Vendors system shall demonstrate that network devices are implemented with role-based access',SE
15,During system testing and commissioning the Vendors system shall demonstrate and verify that workstations located in areas that are normally unattended have the required authentication and have an active automatic locking or disconnection mechanism',SE
15,During system testing and commissioning the Vendors system shall perform a back-up and verify that the Vendors system has regularly backed-up at scheduled intervals which fulfil the data restore and disaster recovery objectives for the system',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that it is possible to create a complete back-up of their system, and that it is possible to perform disaster recovery by restoring a fully functioning system from this back-up'",SE
15,"Prior to system testing and commissioning the system design Vendor shall provide the Principal with logical and physical infrastructure architecture drawings in AutoCAD or Microsoft Visio drawing formats, which verify that the Vendors systems and components are compliant with the infrastructure architectural requirements described in this document'",SE
15,"During system testing and commissioning, the Vendors system will verify that the Control System Network and Distributed Control System internal bus are physically separated in a secure fashion'",SE
15,During system testing and commissioning the Vendors system shall perform and verify all time- synchronization of ASD equipment from a secure and accurate source',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that unique, location specific SSIDs are used and verify that all SSIDs are descriptive acronyms which are not obviously associated with a Principals location by the general public'",SE
15,During system testing and commissioning the Vendors system shall verify that the SSID is only sent using a broadcast or multicast message if services require its visibility',SE
15,During system testing and commissioning the Vendors system shall verify that  wireless devices  connected to a TCP/IP port use static IP addresses and Dynamic Host Configuration Protocol are disabled',SE
15,"During system testing and commissioning the Vendors system shall, where applicable, verify that maintenance and engineering of wireless devices connected to Layer 1 or Layer 2 are routed through the control system management workstation'",SE
15,During system testing and commissioning the Vendors system shall cerify that remote maintenance and remote engineering  of wireless devices connected to layer 3 is only possible via wired connections through the ASD firewall.',SE
15,During system testing and commissioning and if applicable the Vendors system shall verify that wireless devices are not allowed as an integral part of safeguarding functions',SE
15,"During system testing and commissioning the Vendor shall verify that due to the response time of wireless devices, their use as part of a control loop is approved by the Principal'",SE
15,"During system testing and commissioning the Vendors system shall verify that secure usernames and passwords are used on all wireless devices, and that manufacturers default usernames and passwords are changed to locally specified ones when technically feasible'",SE
15,"During system testing and commissioning, the Vendors system shall verify that unused ports provided on wireless devices, such as a RS232 interface for configuration,  should be made physically secure or disabled where possible'",SE
15,"During system testing and commissioning the Vendors system shall verify that if a worker uses a wireless handheld device as a DCS HMI in the field, then all wireless handheld device connectivity to the office domain shall be routed through the CSAD'",SE
15,Prior to system testing and commissioning the system Vendor shall verify that its system architecture documentation describing wireless systems is up to date in its description of the following',SE
15,"During system testing and commissioning the system Vendor shall verify that its system plan for the use of frequencies in wireless infrastructures, addressing non-interference and co- existence is up-to-date and approved by the Principal'",SE
15,"During system testing and commissioning the Vendors system shall verify that if remote Vendor support is to be provided via Internet, then the Principals Third Party Access connection using encrypted transmission is used to connect to the Principals Global Infrastructure network from the Internet'",SE
15,During system testing and commissioning the Vendors system shall verify that modem access to systems in the ASD is used subject to the following conditions',SE
15,Prior to system testing and commissioning the Vendor shall verify that all system-to-system connections and user-to-system connections are approved by the Principal in accordance with the required review time',SE
15,During system testing and commissioning the Vendors system shall verify that access to and use of selected data in control system repositories is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that access to and the integrity of selected data in transit within the control system network is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that access to and the integrity of selected data in transit between the control system network and external interfaces to the control system is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that ACLs and authentication methods are implemented to secure the wireless network',SE
15,"During system testing and commissioning the Vendors system shall verify that for wireless connections, the highest feasible level of WPA, WPA2 or AES security and encryption is used'",SE
15,During system testing and commissioning the Vendors system shall verify that encryption or a secure tunnel between wireless devices are used where possible',SE
15,"During system testing and commissioning, and when encryption is required, the Vendors system shall demonstrate that encryption keys and pre- shared keys input to devices are managed to ensure they are protected and accessible with the appropriate permissions'",SE
15,"During testing and commissioning, the Vendors system shall demonstrate automated fault tolerant key material management from a central console'",SE
15,"During testing and commissioning the Vendors system shall, when applicable, verify that ANSI X.509 digital certificates administered by the Principal are securely protected'",SE
15,"Prior to scheduled maintenance testing, the Vendor shall conduct a control system security risk assessment of all Vendor system changes that will be verified in the next maintenance cycle'",SE
15,"Prior to scheduled maintenance testing, the Vendor shall update the inventory register of all components supplied by the Vendor'",SE
15,During scheduled maintenance the Vendors system shall perform a network scan at to discover hidden systems or vulnerabilities which may have been introduced since the last scan cycle',SE
15,After scheduled maintenance testing the Vendor shall perform an analysis of the latest scan results to confirm that the configurations of communications ports are in compliance with the specifications',SE
15,"Prior to scheduled maintenance, the Vendor shall inform the Principal of any adverse effects that existing or new hardware or software troubleshooting tools may have on ASD network performance'",SE
15,Prior to scheduled maintenance testing the Principal shall approve the use of troubleshooting tools prior to being used on the ASD infrastructure',SE
15,Prior to scheduled maintenance testing the Vendor shall verify that the Principals Management of Change and Permit To Work processes has been followed for changes involving devices or connections between devices in the ASD',SE
15,"Prior to scheduled maintenance testing, the Vendors system shall demostrate timely generation, logging and reporting of a simulated security compromise approved by the principal'",SE
15,Prior to scheduled maintenance testing the Vendor shall verify that changes to or new security mechanisms have been installed in accordance with approved procedures',SE
15,During scheduled maintenance testing the Vendors system shall verify that the point of connection to a control system network includes a stateful firewall with up-to-date documented and maintained firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system  network between wired and wireless networks is firewalled with documented and maintained  firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system network to the SIS is firewalled with documented and maintained firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system network to a data warehouse is firewalled with documented and maintained firewall rules',SE
15,"Prior to scheduled maintenance, the Vendor shall update the document describing the configuration of the virus detection software installed on each ASD component'",SE
15,Prior to schedule maintenance the Vendor shall update documents describing changes to a procedure for its staff stating that portable media used by the Vendor for commissioning and maintenance of equipment or devices in the ASD are used for this purpose only',SE
15,"Prior to scheduled maintenance, the Principal shall document changes to the installation of virus definition files have been installed and verified within 30 days after being qualified by the system Vendor'",SE
15,"Prior to scheduled maintenance, for systems maintained by the Vendor, the Vendor shall update the security patch levels of all ASD systems current to within 3 months of the security patch being available and qualified by the respective system Vendor'",SE
15,"Prior to scheduled maintenance, the Principal shall reconfirm that all users other than operators and service groups shall have unique individual usernames and passwords in cases where such are generated by the system'",SE
15,During scheduled maintenance testing the Vendors system shall demonstrate that invalid login attempts are logged and reported in a timely manner to an interface specified by the Principal',SE
15,"During scheduled maintenance testing, the Vendor shall re-verify that controls are in place to ensure system passwords are comprised of at  least eight characters in length and consist of a combination of at least three of the following four character sets lowercase, uppercase, numeric digit, and special character'",SE
15,During scheduled maintenance testing the Vendors system shall re- verify that local and domain user account passwords have been configured to automatically expire every 180 days or otherwise as request by the Principal',SE
15,"Prior to scheduled maintenance, the Vendor shall re-verify that users are prompted to change their passwords days prior to expiration with a default of 30 days'",SE
15,"During scheduled maintenance, the Vendor shall re-verify that  controls are in place to prevent system users from reuse of their last three passwords'",SE
15,"Prior to scheduled maintenance the Vendors system shall re-verify that service, auto-login and operator accounts are configured so that they never expire nor become disabled automatically'",SE
15,During scheduled maintenance the Vendors system shall re-verify that network devices retain approved role- based access configurations including encrypted passwords within the device',SE
15,During scheduled maintenance testing the Vendors system shall demonstrate and re-verify that workstations located in areas that are normally unattended have the required authentication and have an active automatic locking or disconnection mechanism.',SE
15,During scheduled maintenance testing the Vendors system shall perform a back-up and verify that the Vendors system has regularly backed-up at scheduled intervals which fulfil the data restore and disaster recovery objectives for the system',SE
15,During scheduled maintenance testing the Vendors system shall perform a back-up and verify that a back-up has been completed prior to an engineering change being made to the hardware or software or installing an operating system patch or upgrade',SE
15,"During scheduled maintenance testing the Vendors  system  shall perform a back-up and verify that before back-up occurred before a change is made for which automatic roll-back is impossible, or after modifications to the system resulting from scheduling changes, or authorization and authentication changes, or after process trip or alarm level changes or application changes'",SE
15,During scheduled maintenance testing the Vendors system shall verify that a complete back-up the system and restoration is functioning properly from this back-up',SE
15,Prior to scheduled maintenance testing the Vendor shall re-verify that logical and physical infrastructure documents have been updated to include any changes and are compliant with the infrastructure architectural requirements described in this document',SE
15,During scheduled maintenance testing the Vendors system shall verify that the physical network separation requirement remains properly implemented',SE
15,"During scheduled maintenanc testing the Vendors system shall re-verify that unique, location specific SSIDS are used'",SE
15,"During scheduled maintenance testing the Vendors system shall re-verify, where applicable, that maintenance and engineering of wireless devices connected to Layer 1 or Layer 2 are routed through the control system management workstation'",SE
15,During scheduled maintenance testing the Vendors system shall verify that remote maintenance and remote engineering of wireless devices connected to Layer 3 is only be possible via wired connections through the ASD firewall',SE
15,During scheduled maintenance testing the Vendors system shall re- verify that wireless devices are not allowed as an integral part of safeguarding functions and that all sensors and final elements are directly wired to the SIS',SE
15,"During scheduled maintenance testing the Vendors system shall re- verify that due to the response time of wireless devices, their use as part of a control loop is approved by the Principal'",SE
15,"During scheduled maintenance testing the Vendors system shall re- verify that secure usernames and passwords are used on all wireless devices, and that manufacturers default usernames and passwords are changed to locally specified ones when technically feasible'",SE
15,"During scheduled maintenance testing the Vendors system shall re- verify that if a worker uses a wireless handheld device as a DCS HMI in the field, then all wireless handheld device connectivity to the office domain shall be routed through the CSAD'",SE
15,Prior to scheduled maintenance the system Vendor shall re-verify that its system architecture documentation describing wireless systems is up to date',SE
15,"Prior to scheduled maintenance, the system Vendor shall re-verify that its system plan for the use of frequencies in wireless infrastructures, addressing non-
interference and co-existence are up to date and approved by the principal'",SE
15,"During scheduled maintenance testing the Vendors system shall re- verify that if remote Vendor support is to be provided via Internet, then the Principals Third-Party Access connection using encrypted transmission is used to connect to the Principals Global Infrastructure network from the Internet'",SE
15,Prior to scheduled maintenance the Vendor shall re-verify that all system-to- system connections and user-to-system connections are approved by the Principal in accordance with the required review time',SE
15,During scheduled maintenance testing the Vendors system shall re- verify that access to and use of selected data in control system repositories is adequately protected',SE
15,During scheduled maintenance testing the Vendors system shall re- verify that access to and the integrity of selected data in transit within the control system network is adequately protected',SE
15,During scheduled maintenance testing the Vendors system shall verify that access to and the integrity of selected data in transit between the control system network and external interfaces to the control system is adequately protected',SE
15,During scheduled maintenance testing the Vendors system shall re- verify that encryption or a secure tunnel between wireless devices are used where possible',SE
15,"During scheduled maintenance testing the Vendors system shall re- verify that for wireless connections, the highest feasible level of WPA, WPA2 or AES security and encryption is used'",SE
15,"During scheduled maintenance, the Vendors system shall re-verify that ACLs and authentication methods are implemented to secure the wireless network'",SE
15,During scheduled maintenance testing the Vendors system shall re- verify that encryption keys and pre- shared keys input to devices are managed to ensure they are protected and accessible with the appropriate permissions',SE
15,During scheduled maintenance testing the Vendors system shall re- verify automated fault tolerant key material management process from a central console is performed in accordance with the Principals security operating policies and practices',SE
15,"During scheduled maintenance testing the Vendors system shall, when applicable, re-verify that ANSI X.509 digital certificates administered by the Principal are securely protected'",SE
15,Successful authentication is a prerequisite for the processing of any on-line or offline CEPS transaction',SE
15,"On-line authentication must take place between the card issuer and the CEP card for load, unload, and currency exchange transactions'",SE
15,The card issuer and the CEP card share a secret key to generate and verify MACs',SE
15,"Specification of keys and signatures used for CEPS on-line authentication is left to the issuer, however MACs passed over shared networks must be no more than 8 bytes long, binary format'",SE
15,Off-line authentication must take place between a PSAM in the POS device and the CEP card for purchase and cancel last purchase transactions',SE
15,"The card and the PSAM must use a public key algorithm for mutual authentication and session key exchange, as no permanent shared secret key may exist between the CEP card and the PSAM'",SE
15,"To load value into a slot of the CEP card securely, the load device establishes a connection between the issuer and the CEP card'",SE
15,"The card should use a unique diversified secret key, personalized into the card, to generate and authenticate transaction signatures'",SE
15,"If this is not a cash load, the funds issuer needs to verify that the funds are requested by the legitimate account owner, which is normally done by the presentation of an enciphered PIN",SE
15,"The card issuer needs to ensure that the load acquirer is guaranteeing payment for the electronic value, and that the card is authentic",SE
15,"The load acquirer needs to ensure that the issuer is the true owner of the card, and, in the case of an apparent failure of the load, the load acquirer needs the card presented to authenticate the failure",SE
15,The load device sends S1 in an authorization request to the issuer,SE
15,The load device also provides for verification of the identity of the cardholder (with either on-line or off-line PIN verification) and forwards verification data in the authorization request,SE
15,The issuer validates S1 to authenticate the card and the data to be used in the transaction,SE
15,The issuer sends S2 to the load acquirer in the authorization response message,SE
15,Unloads are permitted only to an account controlled by the card issuer and are performed only at a load device under the control of the card issuer,SE
15,"The cardholder must have an account relationship with the card issuer, and funds removed from the card are credited to the cardholder account only after the card issuer authenticates the card",SE
15,"The issuer needs only to authenticate the card, and the card needs only to authenticate the issuer and that the data is the same as used by the issuer",SE
15,"The card generates S1, using data from the card and load device, and sends S1 to the card issuer to authenticate the card and the data that is to be used in the transaction",SE
15,"The card issuer generates S2, which is sent to the card to allow the card to validate the card issuers authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended",SE
15,"During a purchase transaction, the CEP card must ensure that it is dealing with an authentic POS device, and it must generate a signature to allow the card issuer to verify the integrity of the transaction",SE
15,"For multiple step transactions, the CEP card can, at the card issuers option, reauthenticate the PSAM at each step (mutual authentication), or it can rely on the authentication that was performed during the first step (dual authentication)",SE
15,The PSAM may authenticate the CEP card during each step,SE
15,"In the case of a reversal, the CEP card must re-authenticate the PSAM",SE
15,Intermediate card validation by the POS device is optional for both the CEP card and the PSAM,SE
15,"During a Cancel Last Purchase transaction, the CEP card is authenticated by the PSAM in the POS device",SE
15,"The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM, and that the transaction being canceled is part of the active batch",SE
15,The card issuer and the merchant acquirer also authenticate the transaction when they receive it,SE
15,Transmissions between host systems should be protected by MACs based on unique keys that are shared by the nodes involved,SE
15,"The transaction signatures ensure end to end integrity of transmitted data for load, unload, and currency exchange transactions",SE
15,Every complete POS transaction is given a MAC by the PSAM and kept in the POS device memory until collected by the merchant acquirer,SE
15,"The count and amount of the transactions in the batch must be protected by the S4 MAC,  This information is not part of the card issuer verification process",SE
15,Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs,SE
15,These merchant acquirers must then assign unique identifiers to PSAMs,SE
15,"As a result, each PSAM must have a unique ID composed of the scheme identifier, a merchant acquirer identifier, and the PSAM identifier",SE
15,"Each PSAM must maintain a transaction count, The unique PSAM ID and the transaction count are used during a conversation with a CEP card. The transaction count must not be reset during the life of the PSAM",SE
15,"Contain the CA public RSA key, the PSAM private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card",SE
15,"Perform the calculation required to generate a signature using the PSAM private RSA key, to allow the CEP card to validate the PSAM",SE
15,Contain one or more MAC keys used by the merchant acquirer to ensure the integrity of the data received from the POS device,SE
15,Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction,SE
15,"Ensure that CA public keys, aggregation parameters, blocking lists and issuer certificate revocation lists from the scheme providers are sent to the POS devices",SE
15,"Share one or more MAC keys with connecting processors, create a MAC on each transmission sent to another processor, and verify the MAC on each transmission received from another processor",SE
15,"The scheme provider must ensure that the entire process between merchants, merchant acquirers, card issuers, and processors is auditable and reconcilable",SE
15,"If errors in the card issuer MAC are discovered by the card issuer during its processing of the transactions, a dispute mechanism, established by the scheme provider, may be used to have money refunded",SE
15,"If a scheme provider establishes a central error repository, all transactions for the scheme with MAC errors must be sent to that central error repository whether or not they are submitted to the dispute process",SE
15,"A purchase transaction may be reversed, prior to the removal of the CEP card from the POS device, by sending a purchase reversal command to the CEP card, The CEP card must authenticate the PSAM using certificates previously exchanged",SE
15,The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM,SE
15,"The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction, computes a new S4 MAC on the updated batch total count and amount, and logs the transaction",SE
15,"The transaction and MACs are kept in a data store associated with the POS device until the merchant acquirer collects them. The logged data must include the total amount of the purchase, the purchase amount that was reversed, and an indication that the transaction was reversed",SE
15,"The CEP card authenticates the PSAM using the certificates previously received and the S2, The CEP card increments the value of the purse and logs the transaction",SE
15,"POS devices are not required to support the cancel last purchase command. If this command is supported, the POS device must have security to prevent unauthorized or fraudulent use of the transaction",SE
15,"The CEP card verifies that the PSAM is the PSAM used in the original transaction, computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled, and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch, the command is not allowed",SE
15,The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,SE
15,The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it,SE
15,"A credit command, which contains the S2 MAC computed by the PSAM using the session key, is sent to the CEP card",SE
15,The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,SE
15,A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data,SE
15,The PSAM must create a MAC on the updated aggregation record. Aggregation records by card issuer must be stored in the PSAM. They may also be stored in the POS device as well,SE
15,"Each POS transaction completed at the POS device is given a S5 MAC by the PSAM, which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC, which must also be validated by the merchant acquirer",SE
15,"The merchant acquirer validates the PSAM MACs prior to accepting the POS transactions for payment. In addition, selected data elements are validated to ensure correct processing by the POS device and its PSAM",SE
15,"Each purchase transaction is signed by the CEP card with a S6 MAC, which is used by the card issuer to validate that the transaction was made with a legitimate, not counterfeit, CEP card. The card issuer validates the CEP card MAC",SE
15,"Payment decisions are based on signature validations, scheme provider rules, and merchant and merchant acquirer agreements",SE
15,"Errors may be introduced by a malfunctioning PSAM or POS device software, by key management problems, or through the transmission process, as well as through fraudulent activities of another entity. When a batch or POS transaction fails validation, the merchant acquirer or card issuer must follow exception procedures that affect payment to the merchants and payment from the card issuer. The batch must be analyzed to determine clearable transactions out of a corrupted batch",SE
15,Purchase transactions that have an invalid MAC are forwarded to the scheme provider for analysis if the scheme provider has established a central error repository,SE
15,"Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement, the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions",SE
15,All load transactions are on-line transactions. Authorization of funds for load transactions must require a form of cardholder verification. The load device must support on-line encrypted PIN or off-line PIN verification,SE
15,Off-line PIN verification must include both encrypted and unencrypted PIN,SE
15,The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted),SE
15,"Where it is necessary for a CEPS system component to distinguish between on-line and off-line cardholder PIN verification, a flag must be set in the transaction",SE
15,"Since these transactions are on-line to the issuer, the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",SE
15,"For unload transactions, the load acquirer and card issuer must be the same financial institution. Load devices or load acquirers must be able to identify their own institution CEP cards",SE
15,Only one version of the CA public key is required in the card. This requires that the PSAMs with which the CEP card exchanges cryptograms must be capable of generating and validating cryptograms using the relevant keys from all current cards,SE
15,"Two-way, or mutual, authentication, where the card authenticates the terminal and the terminal authenticates the card for each transaction, must be performed for off-line transactions",SE
15,"For increased security and convenience, asymmetric cryptography must be used as the authentication security for off-line transactions",SE
15,"The card must authenticate the terminal at the point of sale, ensuring that it is genuine and valid, and use a two-way authentication process",SE
15,"The terminal must authenticate the card and the transaction at the point of sale, ensuring that they are genuine and valid",SE
15,The terminal must participate in a two-way authentication process with the card,SE
15,"For cancel last purchase transactions, the terminal must validate the card and sign the cancellation",SE
15,The terminal must secure transactions by retaining the card symmetric MACing key signature as part of the transaction,SE
15,The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer,SE
15,"Incremental purchase transactions must use two-way authentication for the initial session authentication, and at least one-way, with the terminal authenticating the card, for the remaining increments or some of the remaining increments",SE
15,Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,SE
15,The issuer host must authenticate the card upon the load/unload request,SE
15,The card must authenticate the issuer host upon the response to the request,SE
15,A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,SE
15,"The management of keys must be accomplished in a secure, certified environment",SE
15,"There may be multiple certification authorities that manage keys for the system, including the possibility of one overall highest level certification authority (perhaps on an international level), and domestic certification authorities for each country or region",SE
15,"The system must protect the integrity of key transaction data including transaction identification, currency code and amount. If tampering is suspected, the system must cause the transaction to fail",SE
15,"Funds issuers must accept funds authorization requests, regardless of the load currency type, as permitted",SE
15,Authorizations for load transactions require a form of cardholder authentication for funds requests,SE
15,The load device must support on-line PIN encryption or off-line PIN verification,SE
15,The load device which supports only off-line PIN verification must support both the off-line PIN encryption method and the off-line PIN plain text verification method as defined in EMV,SE
15,Unload transactions do not require cardholder authentication.,SE
15,The product shall be conservative.,US
15,The product must be developed with the J2SE/J2EE programming language libraries',US
15,The System shall be able to automatically backup business data and restore them on demand.',US
15,The System shall not require additional third party licenses resulting in royalty fees.',US
15,All aspects of the website shall be accessed by a web browser over the Internet.',US
15,The website should use Flash to provide animation on the home page.',US
15,The lead washing process will operate within the established physical web service structure.',US
15, The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.',US
15,A primary database will be used to store cached data for active users.',US
15,A secondary database will be used to store historical statistics and data.',US
15,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.',US
15,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls',US
15, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.',US
15,The product shall be intriguing,US
15,The product shall appear authoritative,US
15,The product shall be attractive to an older audience,US
15,The product shall appear simple to use,US
15,The product shall appear state of the art,US
15,The product shall have an expensive appearance,US
15,The product shall comply with the [Aqua/Vista/Motif/etc.] guidelines,US
15,The product shall conform to the established look and feel of the organization's products,US
15,The appropriate user must be able to determine a current battery strength upon presentation,US
15,The appropriate user must be able to recognize when the battery needs to be charged when presented with a battery depleted condition,US
15,The appropriate user must be able to charge the battery from a depleted state,US
15,The appropriate user must be able to locate and upload the app on a smart phone,US
15,The appropriate user must be able to customize the app to indicate the presence or absence of a blood pressure gauge,US
15,The appropriate user must be able to verify systolic and diastolic pressure times as prescribed during device set up,US
15,The appropriate user must be able to enter corrected blood pressure values as prompted,US
15, The display shall have two regions:  left 2/3 of the display is graphical  right 1/3 of the display is a data table',US
15,The system shall offer a display of all the Events in the exercise.',US
15,The system shall display the local and exercise time in separate clocks',US
15,The system shall display clear property images in the search results',US
15,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Membersï¿½ planning purposes.',US
15, The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.',US
15, The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).',US
15, The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.',US
15, The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.',US
15,The system shall be able to display a printable summary of the system log.',US
15,The audit report shall be displayed to the user when he clicks that option.',US
15,The current repair facility ratings shall be displayed to the user.',US
15,The system will display a blank set of ratings if there are not ratings yet defined.',US
15,The product shall display a map of the company building showing conference room locations.',US
15,The product shall display room equipment according to search parameters.',US
15,The product shall display conference rooms according to search parameters.',US
15,The product will display an available status for unreserved conference rooms.',US
15, viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.',US
15, Once a game is initiated  the product shall display a defensive grid to each player',US
15, Once a game is initiated  the product shall display an offensive grid to each player.',US
15,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.',US
15,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',US
15,The product shall have an intuitive user interface.',US
15,The leads washing functionality will have an interface in which lead data parameters can be maintained.',US
15,The appropriate user must be able to input stressor events as directed.,US
15,The appropriate user must be able to input exercise events as directed,US
15,The appropriate user must be able to input overall health assessment as directed,US
