Project.ID,Requirement.description,NFR
6,'The product will display an available status for unreserved conference rooms.',F
7,'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',PE
7,'The System shall allow for a minimum of  6 users to work at the same time.',PE
7,'The System shall utilize currently owned computer equipment.',US
7,'The System shall be able to automatically backup business data and restore them on demand.',US
8,' The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.',SE
8,'The system shall notify customers of changes to its information policy.',SE
8,'The system shall reveal private information only in compliance with the organizationï¿½s information policy.',SE
8,' All customer information will be stored on a secure database  accessible only to authorized personnel.',SE
8,'All credit card information will be encrypted in the database.',SE
8,'The streaming server will have anti-virus software to prevent infection of malicious viruses.',SE
7,'The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.',F
7,' The System shall allow entering  storing and modifying product formulas.',F
7,' Product formulas shall allow use of semi-products  which have own formulas.',F
7,'Product formula ingredients shall allow defining substitutionary ingredients.',F
7,'Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.',F
7,'Formula substitutionary ingredients shall be kept in persisted order',F
7,' Product shall allow entering  storing and modifying product menus used by POS terminals.',F
7,'PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.',F
7,'PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.',F
7,'PME Subsystem shall allow for a product to exist in more than one submenu',F
7,'The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.',F
7,'The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.',F
7,'The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.',F
8,'Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.',PE
8,' Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.',PE
8,'System shall let customers register on the website as a ï¿½pay as you goï¿½ user in under 5 minutes.',PE
8,'System shall let customers register on the website as a ï¿½unlimited movie subscriberï¿½ user in under 10 minutes.',PE
8,'System shall let existing customers log into the website with their email address and password in under 5 seconds.',PE
8,' System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.',PE
8,'System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.',PE
8,'System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.',PE
8,'System shall let the administrator add/remove categories on the website in under 5 minutes.',PE
8,'System shall let Izogn Manager access sales and usage statistics in under 2 minutes.',PE
8,'System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.',PE
8,'The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.',US
8,' The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.',US
8,' The website design should be modern  clean  and concise.',US
8,'The product should be able to be used by 90% of novice users on the Internet.',US
8,' Users should only have to navigate through a maximum of 4 pages  to create an account with the website.',US
8,'Users should be able to access their streaming movies in under 2 clicks after logging into the website.',US
8,'An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.',US
8,'An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.',US
8,'The product shall retain the customerï¿½s buying preferences and information.',US
8,'The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.',US
8,'The product shall use symbols and words that are naturally understandable by users familiar with websites',US
8,'The website will use standard Internet conventions when interacting with the user.',US
8,' Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.',PE
8,' When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.',PE
8,' When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the userï¿½s connection.)',PE
8,' While streaming a movie  buffering should only occur if there is latency in the userï¿½s connection.',PE
10,'The product shall provide players no access to information that might reveal the identity of another player',SE
11,'The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
11,'The product shall ensure that only supervisors can enter a callerï¿½s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
11,'The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
12,' The product shall have security.The product shall provide authentication  and authorization.',SE
12,'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',SE
12,'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',SE
13,'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',SE
13,'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',SE
13,'The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a userï¿½s computer.',SE
14,'Each team owner will need to use a username and password in order to be authenticated to reach the team ownerï¿½s page',SE
8,'All aspects of the website shall be accessed by a web browser over the Internet.',US
8,'The same hardware supporting the current website will be used to support the new system.',US
8,' We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.',US
8,'Website must interface with the CyberSource API to process credit card transactions.',US
8,'Website must be fully operational with MSN TV2.',US
8,'Movies shall be encoded and streamed via Windows Media Player 9.0.',US
8,'Movies shall be encoded for 56k and 256k streams.',US
8,'Promotional updates to the website should take a day to update.',MN
8,'Izogn Administrator must be able to update the category listings on the website within 2 minutes.',PE
8,'Izogn Administrator must be able to add new products to the website within 2 minutes.',PE
8,'The system will provide a 24 hour 800 toll free number for support to its customers.',RE
8,'The website will provide a help section with answers and solutions to common problems.',US
8,' Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.',RE
8,'The product shall be able to be installed in the specified environment within 1 working day.',US
11,'The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
11,'The product shall ensure that only supervisors can enter a callerï¿½s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
11,'The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',SE
12,' The product shall have security.The product shall provide authentication  and authorization.',SE
12,'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',SE
12,'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',SE
13,'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',SE
13,'The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.',SE
13,'The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a userï¿½s computer.',SE
14,'Each team owner will need to use a username and password in order to be authenticated to reach the team ownerï¿½s page',SE
14,'The Commissioner will be the only authorized user per league to adjust league settings.',SE
15,"' 	Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.'",SE
15,"'	User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..'",SE
15,"Removal or non-installation of software and functionality that is not required by the Principal, nor for the intended functional purpose of the system; email, office applications, games, USB ports, Bluetooth and Wi- Fi communications, etc'",SE
15,Protection of physical and logical access to diagnostic and configuration ports',SE
15,Disabling all unused ports on switches and routers to assist in preventing unauthorized access to the ASD network infrastructure',SE
15,Proper maintenance processes to maintain the system-hardened state during the system lifetime',SE
15,The Vendor shall document data flows and storage points with identification of sensitive information',SE
15,The Vendor shall document the segmentation architecture between the control system domain and other domains',SE
15,"The Vendor shall document the data retention capability provided by the Vendors system including data pruning functions, retention timeouts, data purging, etc'",SE
15,The Vendor shall have policies and procedures for security testing and approval and maintenance policies and procedures for third party software integrated in the Vendors system',SE
15,The Vendor shall have policies and procedures for third party security architecture reviews including security risk assessments',SE
15,The Vendor shall have policies and procedures to ensure that only  those ports and services required for  normal and emergency operations are enabled',SE
15,The Principal shall have policies and procedures for declaring external interfaces to the Vendors system as trusted or untrusted',SE
15,"For interfaces declared to be untrusted, the Vendors system shall incorporate compensating security mechanisms to protect the control system'",SE
15,The Vendor shall document special mechanisms and procedures needed to minimize recognized security weaknesses inherent in communication protocols',SE
15,The Vendors system shall support use of anti-virus software',SE
15,Components for which the installation of anti-virus software is not technically possible shall be listed and other mitigating controls shall be documented and implemented to reduce the risk of infection',SE
15,"The Vendor shall  provide  the Principal with documented instructions for the proper installation, configuration and update of anti-virus software'",SE
15,The Vendor shall provide evidence that all equipment has been checked to be free of malicious code prior to shipment to the Principal',SE
15,The Vendor shall provide documentation describing the software patching policy for its system',SE
15,The Vendor shall review its patching policy at least annually to address new threats and vulnerabilities',SE
15,"The Vendor shall include in their patching policy controls to ensure that patching does not reinstall software that has been removed for  hardening purposes, or change system configuration settings'",SE
15,The Vendor shall qualify all relevant software patches and service packs for use on its system during its supported lifetime including security patches that are released by the manufacturer of the operating system and third party software used on their system',SE
15,"If a security patch is considered not relevant by the Vendor for use on its system, the reason shall be provided to the Principal'",SE
15,"If a security patch is not approved by the Vendor for use on its system, then the reason and remediation plan shall be provided to the Principal'",SE
15,"The Vendor shall maintain and provide secure access to a list of software patches and service packs relevant to its system including the approval status of each; approved, not approved,  in test'",SE
15,"For Microsoft software, the vendors online patch list shall be in a standarized downloadable format, preferably compatible with microsoft Windows Update Services or equivalent'",SE
15,"The Vendor shall inform the Principal about approved, not approved and not relevant software patches within 30 days after release by the manufacturer of the software'",SE
15,Software patch status notification shall also include a warning if the application of a patch requires or causes a re-start of the system',SE
15,"Patches and service packs approved by the Vendor shall not be redistributed by the Vendor, but shall be made available to the Principal directly from the manufacturer of the software unless otherwise approved by the Principal'",SE
15,The Vendor should provide tools to audit the current security patch status of the Vendors system and provide a list of missing security patches',SE
15,"The Vendor shall describe the approved patching procedure and configuration instructions for its system, describing how to perform patching both manually and via a patch management server'",SE
15,The Vendor shall describe a recommended roll-out procedure for software patching and upgrading all parts of its system',SE
15,The Vendors system shall provide the capability to support default passwords used for system  accounts which can be changed by the Principal',SE
15,The Vendors system shall provide the capability to remove or disable unused default system accounts',SE
15,The Vendors system shall provide the capability to use passwords comprised of at least eight characters in length and consisting of a combination of at least three characters',SE
15,The Vendors system shall provide the capability to set local and domain user account passwords on their host-based devices to automatically expire every days with a default of 180 and prevent reuse of the three previously used passwords',SE
15,The Vendors system shall provide the capability for users to be prompted to change their passwords [user defined] days prior to expiration with a default of  30 days',SE
15,The Vendors system shall log and report unsuccessful login attempts in a timely manner to an interface specified by the Principal',SE
15,The Vendors system shall restrict the use of shared passwords except for shared passwords approved by the Principal',SE
15,"The Vendors system shall provide the capability to set service, auto-login, and operator accounts so they never expire nor be disabled automatically'",SE
15,The Vendors network devices shall provide the capability to enable role- based access features',SE
15,The Vendors network devices shall provide the capability to encrypt passwords within the network device',SE
15,The Vendors system shall provide the capability to enable the use of encryption for administration of network devices within the control system over Ethernet',SE
15,"Where applicable, the Vendors system shall provide the capability to enforce multi-factor access control'",SE
15,"Where required, the Vendors system shall provide the capability to enforce two-way authentication of all network traffic'",SE
15,The Vendors system shall provide the capability to support unified account management to centralize security policies and to decentralize execution of the security policies',SE
15,The Vendors system shall provide the capability to restrict creation or modification of an account to an authorized user',SE
15,The Vendors system shall provide the capability to locally manage security accounts in accordance with a centralized security policy',SE
15,"The Vendor shall establish methods, processes and procedures that generate logs of sufficient detail to create historical audit trails of individual user account access activity for a minimum of 90 days'",SE
15,The Vendor shall describe the recommended backup strategy and architecture for its system',SE
15,The Vendor shall recommend a procedure for verification of successful system back-up',SE
15,The Vendors system shall provide the capability to generate and maintain an audit log of all backup and restore activities',SE
15,The Vendors system should provide the capability for the Principals control and automation technicians to restore the system',SE
15,"Commensurate with the Principals process and procedures, the Vendor shall describe procedures for control and management of removable backup media'",SE
15,The Vendors system shall provide the capability to restore the system  back to a fully functioning system or to a simulation system from any point in the backup process',SE
15,The Vendors system shall function normally whilst a backup is in progress',SE
15,"The Vendors system shall provide the capability to monitor system security using at least one of the following methods: HIDS, Syslog, WMI or SNMP traps'",SE
15,"Where applicable for open systems supporting a Management Information Base, the Vendor shall install and test a MIB for sharing system configuration information and for monitoring system security performance'",SE
15,The Vendors system shall demonstrate a robust capability to protect against system scans during normal operation',SE
15,The Vendors system shall provide the capability to collect historian data using an open standard communication protocol',SE
15,the Vendor shall provide a method for collecting historian data in a secure fashion',SE
15,The Vendors system shall provide the capability to securely interface to applicable data warehouses which are part of the Vendors system or those provided by the Principal',SE
15,The Vendors system shall provide the capability to log all state changes',SE
15,The Vendors system shall securely report events to an interface defined by the principal',SE
15,"The Vendor shall notify the Principal in a timely manner of a significant change in Vendor, Subcontractor or Consultant personnel who have digital access to the control system'",SE
15,The Vendors system shall log and report in a timely manner a security compromise detected in its system to an interface specified by the Principal',SE
15,The Vendors system shall securely respond to events in such a manner as to minimize the impact on normal or emergency operations',SE
15,"When changes to operating conditions come from remote or advisory set points, the Vendors system shall provide the capability to acknowledge Operator action to verify a new set point or modification of an existing set point. If not acknowledged, the last approved set point shall be used'",SE
15,"When the new set point is outside the user-selected range, the Vendors system shall provide the capability to generate an alarm, and the new set point shall not be used unless specifically approved by the Operator'",SE
15,"When operating conditions change due to automated operation, the Vendors system shall provide the capability to log the event and notify the operator in a timely manner'",SE
15,"Where wireless devices are appropriate, the Vendors system shall provide the capability to use wireless devices that comply with approved international wireless standards'",SE
15,Industrial wireless field devices should be based on ISA 100 or WirelessHART. The use of other techniques shall not be used unless aproved by the principal',SE
15,Wireless devices and systems shall comply with approved international standards or with regulatory requirements governing licensing of frequency bands',SE
15,The Vendors system should provide the capability for the control system to configure wireless field instruments in a similar manner used to configure to wired field instruments',SE
15,The Vendors system should provide the capability to view the latest configuration of a wireless field device used for monitoring and control from the control system',SE
15,The Vendors system shall provide the capability to equip each SIS with a key switch to disable the SIS configuration mode',SE
15,The Vendors system shall implement a hardware key switch with the provision to remove the key from the switch when in the disable mode',SE
15,An independent third party shall certify that it is not possible to change the configuration of the SIS when this key switch is in the disable mode',SE
15,"The Vendor shall have periodic security risk assessments performed by a reputable third party on SIS communications between, both internal and external to the safety network'",SE
15,"The Vendors system shall hard-wire, or logically separate connections between the SIS and safety-related communications from other control system networks'",SE
15,The Vendors SIS shall not have a direct Ethernet connection to Layer 3',SE
15,The Vendors SIS Engineering Work Station shall only be connected to Layer 3 with a firewall or router that includes an Access Control List',SE
15,The Vendors system shall  not provide data connection between the DCS and SIS for  safety-critical communications',SE
15,The Vendors SIS EWS shall only be connected to the SIS directly or via Layer 2 using a dedicated gateway',SE
15,The Vendors SIS EWS shall be restricted to performing SIS functions',SE
15,The Vendors system shall not allow remote access to the SIS EWS',SE
15,"The Vendor shall provide detailed instructions for how to install, configure and operate the selected remote access software on the Vendors system'",SE
15,The Vendor shall provide adequate information about proposed methods of data transfer between its  system  and other systems and networks to allow the Principal to assess the risk and approve the method of data transfer before it is implemented',SE
15,The Vendors system shall provide the capability to update firmware in remote devices in a secure manner with the provision to restrict read/write privileges',SE
15,The Vendors system shall provide the capability to protect selected data residing in any control system repository from unauthorized access or use',SE
15,"The Vendors system shall  provide the capability to protect selected data in transit over any control system network or interface from unauthorized access  or use, and protect the integrity of the data'",SE
15,The Vendors system shall provide the capability to use encryption keys that provide at least 128-bit encryption',SE
15,The Vendors system shall provide the capability to use encryption or use VPN tunnels secured with IPSec or SSL for wireless bridges used  for point-to-point backbone connectivity',SE
15,The Vendors system shall comply with FIPS 140-2 cryptographic module requirements',SE
15,"When applicable, the Vendors system shall support use of ANSI X.509 digital certificates administered by the Principal'",SE
15,"The Vendors system shall protect encryption keys and credential secrets such as passwords at  all times, whether at rest or in transit'",SE
15,The Vendors system shall provide the capability to manage keying material from a central console',SE
15,The Vendors system shall provide the capability to automate all aspects of key exchange process in a reliable and fault tolerant manner',SE
15,The Vendors system shall provide the capability to manage at  least six active encryption keys',SE
15,The Vendors system shall provide the capability to continue normal data processing during a period when a new definable key is being deployed',SE
15,The Vendors system shall provide the capability to manage keying material for legacy devices in a reliable and fault tolerant manner',SE
15,The Vendor shall conduct a control system security risk assessment at the beginning of the commissioning phase',SE
15,The Vendor shall  describe potential security risks and recommended mitigation procedures to the commissioning team during security awareness training',SE
15,Risk assessment is needed on a continuing basis to assess the achieved or current system security assurance level given the emerging threats and degradation in security capability of the installed system. Such an assessment should be used to continually revisit the pre-planned product improvements for the security system',SE
15,The Vendor shall document and maintain an inventory register of all components supplied by the Vendor',SE
15,The Vendor shall provide the Principal with documentation describing the as-built and installed equipment connections and configurations',SE
15,"After the completion of commissioning, the Vendors system shall remove all temporary user accounts used during system testing and commissioning'",SE
15,"After system testing and commissioning have been completed, the Vendors system shall generate an audit log showing all temporary accounts have been removed'",SE
15,During system testing and commissioning and upon request by the Principal the Vendors system shall perform a network scan to discover hidden systems or vulnerabilities',SE
15,During testing and commissioning the Vendor shall obtain approval from the Principal for the use of troubleshooting tools prior to being used on the ASD infrastructure',SE
15,During testing and commissioning the Vendor shall inform the Principal of any adverse effects that hardware or software troubleshooting tools may have on ASD network performance',SE
15,During testing and commissioning the Vendor shall perform an analysis of the network scan results to confirm that the configurations of communications ports are in compliance with the specifications',SE
15,Prior to system testing and commissioning the Vendors system shall verify that the Principals Management of Change and Permit To Work processes has been followed for changes involving devices or connections between devices in the ASD',SE
15,During system testing and commissioning the Vendor shall  certify that its sanitization process has removed all sensitive information from any part that will be replaced or that the part and the sensitive information have  been destroyed',SE
15,"During system testing and commissioning the Vendors system shall demonstrate timely generation, logging and reporting of a simulated security compromise approved by the Principal'",SE
15,"During system testing and commissioning, the Vendors system shall demonstrate security mechanisms have been installed in accordance with approved procedures'",SE
15,During system testing and commissioning the Vendors system shall verify the following conditions have been successfully completed',SE
15,During system testing and commissioning the Vendors system shall verify thatthe point of connection to a control system network includes a stateful firewall with documented and maintained firewall rules',SE
15,During system testing and commissioning the Vendors system should verify that the point of connection within the control system network between wired and wireless networks is firewalled with documented and maintained firewall rules',SE
15,During system testing and commissioning the Vendors system should verify that the point of connection within the control system network to the SIS is firewalled with documented and maintained firewall rules',SE
15,During system testing and commissioning the Vendors system should verify that the point of connection within the control system network to a data warehouse is firewalled with documented and maintained firewall ruled',SE
15,The Vendor shall have a process in place for qualifying virus definition files and provide documentation describing how approval of virus definition files shall be communicated to the Principal',SE
15,"Virus definition files shall be released-for-installation by the Vendor as soon as possible, with a maximum of 30 days after initial release'",SE
15,Prior to system testing and commissioning the Vendor shall update the document describing the configuration of the virus detection software installed on each ASD component',SE
15,"Where the installation of anti-virus software is not technically possible, Prior to testing and commissioning the Vendor shall update the document describing all computers where anti-virus software cannot be installed'",SE
15,Prior to testing and commissioning the vendor shall update the document describing all the use of all mitigating features and functions used to reduce the risk of infection',SE
15,The Vendor shall document a procedure for its staff stating that portable media',SE
15,The Vendors portable media procedure shall include instructions for ensuring that the portable media is free of malicious code',SE
15,"Prior to system testing and commissioning, the Vendor shall provide documentation to ensure that the use of correctly installed, configured and up-to- date anti-virus software has been verified'",SE
15,Prior system testing and commissioning the Vendor shall document that the installation of qualified virus definition files have been conducted and the files are current to within 30 days',SE
15,The Vendors system shall demonstrate during system acceptance testing that malicious code can be detected and correctly handled by the anti-virus software',SE
15,"For systems maintained by the Vendor, the Vendor shall keep the security patch levels of all ASD systems current to within 3 months of the security patch being available and qualified by the respective system Vendor'",SE
15,"If the installation of patches requires an outage that can impact operations or impacts performance, the Vendor shall develop and document a mitigation plan subject to approval by the Principal'",SE
15,Vendor approved patches shall be approved by the Principal before they are installed on the Vendors system',SE
15,During system testing and commissioning the Vendors system shall demonstrate that invalid login attempts are logged and reported in a timely manner to an interface specified by the Principal',SE
15,During system testing and commissioning the Vendors system shall demonstrate the capability to create unique user names and passwords',SE
15,"Prior to system testing and commissioning the Principal shall verify that individual passwords have not been divulged to other persons and if so, have been changed'",SE
15,Prior to system testing and commissioning the Vendor will verify that user names and passwords approved by the Principal to be shared by a Vendors service group are correctly logged and maintained',SE
15,"During system testing and commissioning, the Vendors system shall demonstrate the capability to create and maintain system accounts '",SE
15,During testing and conmissioning the Vendors system shall demonstrate the capability to change default passwords in accordance predefined timeout requirements',SE
15,During system testing and commissioning the Vendors system shall demonstrate the capability to remove or disable unused system default accounts',SE
15,"During testing  and  commissioning, the Vendors system shall  demonstrate and verify that all  passwords are comprised of at least eight characters in length and consist of a combination of at least three of the following four character sets lowercase, uppercase, numeric digit, and special character'",SE
15,During system testing and commissioning the Vendors system shall demonstrate that users are prompted to change their passwords days prior to expiration with a default of 30 days',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that service, auto-login and operator accounts are configured so that they never expire nor become disabled automatically'",SE
15,"During system testing and commissioning, the Vendors system shall demonstrate that encryption is used during administration of network devices within the ASD over Ethernet'",SE
15,During system testing and commissioning the Vendors system shall demonstrate that network devices have passwords encrypted within the device',SE
15,During system testing and commissioning the Vendors system shall demonstrate that network devices are implemented with role-based access',SE
15,During system testing and commissioning the Vendors system shall demonstrate and verify that workstations located in areas that are normally unattended have the required authentication and have an active automatic locking or disconnection mechanism',SE
15,During system testing and commissioning the Vendors system shall perform a back-up and verify that the Vendors system has regularly backed-up at scheduled intervals which fulfil the data restore and disaster recovery objectives for the system',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that it is possible to create a complete back-up of their system, and that it is possible to perform disaster recovery by restoring a fully functioning system from this back-up'",SE
15,"Prior to system testing and commissioning the system design Vendor shall provide the Principal with logical and physical infrastructure architecture drawings in AutoCAD or Microsoft Visio drawing formats, which verify that the Vendors systems and components are compliant with the infrastructure architectural requirements described in this document'",SE
15,"During system testing and commissioning, the Vendors system will verify that the Control System Network and Distributed Control System internal bus are physically separated in a secure fashion'",SE
15,During system testing and commissioning the Vendors system shall perform and verify all time- synchronization of ASD equipment from a secure and accurate source',SE
15,"During system testing and commissioning the Vendors system shall demonstrate that unique, location specific SSIDs are used and verify that all SSIDs are descriptive acronyms which are not obviously associated with a Principals location by the general public'",SE
15,During system testing and commissioning the Vendors system shall verify that the SSID is only sent using a broadcast or multicast message if services require its visibility',SE
15,During system testing and commissioning the Vendors system shall verify that  wireless devices  connected to a TCP/IP port use static IP addresses and Dynamic Host Configuration Protocol are disabled',SE
15,"During system testing and commissioning the Vendors system shall, where applicable, verify that maintenance and engineering of wireless devices connected to Layer 1 or Layer 2 are routed through the control system management workstation'",SE
15,During system testing and commissioning the Vendors system shall cerify that remote maintenance and remote engineering  of wireless devices connected to layer 3 is only possible via wired connections through the ASD firewall.',SE
15,During system testing and commissioning and if applicable the Vendors system shall verify that wireless devices are not allowed as an integral part of safeguarding functions',SE
15,"During system testing and commissioning the Vendor shall verify that due to the response time of wireless devices, their use as part of a control loop is approved by the Principal'",SE
15,"During system testing and commissioning the Vendors system shall verify that secure usernames and passwords are used on all wireless devices, and that manufacturers default usernames and passwords are changed to locally specified ones when technically feasible'",SE
15,"During system testing and commissioning, the Vendors system shall verify that unused ports provided on wireless devices, such as a RS232 interface for configuration,  should be made physically secure or disabled where possible'",SE
15,"During system testing and commissioning the Vendors system shall verify that if a worker uses a wireless handheld device as a DCS HMI in the field, then all wireless handheld device connectivity to the office domain shall be routed through the CSAD'",SE
15,Prior to system testing and commissioning the system Vendor shall verify that its system architecture documentation describing wireless systems is up to date in its description of the following',SE
15,"During system testing and commissioning the system Vendor shall verify that its system plan for the use of frequencies in wireless infrastructures, addressing non-interference and co- existence is up-to-date and approved by the Principal'",SE
15,"During system testing and commissioning the Vendors system shall verify that if remote Vendor support is to be provided via Internet, then the Principals Third Party Access connection using encrypted transmission is used to connect to the Principals Global Infrastructure network from the Internet'",SE
15,During system testing and commissioning the Vendors system shall verify that modem access to systems in the ASD is used subject to the following conditions',SE
15,Prior to system testing and commissioning the Vendor shall verify that all system-to-system connections and user-to-system connections are approved by the Principal in accordance with the required review time',SE
15,During system testing and commissioning the Vendors system shall verify that access to and use of selected data in control system repositories is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that access to and the integrity of selected data in transit within the control system network is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that access to and the integrity of selected data in transit between the control system network and external interfaces to the control system is adequately protected',SE
15,During system testing and commissioning the Vendors system shall verify that ACLs and authentication methods are implemented to secure the wireless network',SE
15,"During system testing and commissioning the Vendors system shall verify that for wireless connections, the highest feasible level of WPA, WPA2 or AES security and encryption is used'",SE
15,During system testing and commissioning the Vendors system shall verify that encryption or a secure tunnel between wireless devices are used where possible',SE
15,"During system testing and commissioning, and when encryption is required, the Vendors system shall demonstrate that encryption keys and pre- shared keys input to devices are managed to ensure they are protected and accessible with the appropriate permissions'",SE
15,"During testing and commissioning, the Vendors system shall demonstrate automated fault tolerant key material management from a central console'",SE
15,"During testing and commissioning the Vendors system shall, when applicable, verify that ANSI X.509 digital certificates administered by the Principal are securely protected'",SE
15,"Prior to scheduled maintenance testing, the Vendor shall conduct a control system security risk assessment of all Vendor system changes that will be verified in the next maintenance cycle'",SE
15,"Prior to scheduled maintenance testing, the Vendor shall update the inventory register of all components supplied by the Vendor'",SE
15,During scheduled maintenance the Vendors system shall perform a network scan at to discover hidden systems or vulnerabilities which may have been introduced since the last scan cycle',SE
15,After scheduled maintenance testing the Vendor shall perform an analysis of the latest scan results to confirm that the configurations of communications ports are in compliance with the specifications',SE
15,"Prior to scheduled maintenance, the Vendor shall inform the Principal of any adverse effects that existing or new hardware or software troubleshooting tools may have on ASD network performance'",SE
15,Prior to scheduled maintenance testing the Principal shall approve the use of troubleshooting tools prior to being used on the ASD infrastructure',SE
15,Prior to scheduled maintenance testing the Vendor shall verify that the Principals Management of Change and Permit To Work processes has been followed for changes involving devices or connections between devices in the ASD',SE
15,"Prior to scheduled maintenance testing, the Vendors system shall demostrate timely generation, logging and reporting of a simulated security compromise approved by the principal'",SE
15,Prior to scheduled maintenance testing the Vendor shall verify that changes to or new security mechanisms have been installed in accordance with approved procedures',SE
15,During scheduled maintenance testing the Vendors system shall verify that the point of connection to a control system network includes a stateful firewall with up-to-date documented and maintained firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system  network between wired and wireless networks is firewalled with documented and maintained  firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system network to the SIS is firewalled with documented and maintained firewall rules',SE
15,During scheduled maintenance testing the Vendors system should verify that the point of connection within the control system network to a data warehouse is firewalled with documented and maintained firewall rules',SE
15,"Prior to scheduled maintenance, the Vendor shall update the document describing the configuration of the virus detection software installed on each ASD component'",SE
15,Prior to schedule maintenance the Vendor shall update documents describing changes to a procedure for its staff stating that portable media used by the Vendor for commissioning and maintenance of equipment or devices in the ASD are used for this purpose only',SE
15,"Prior to scheduled maintenance, the Principal shall document changes to the installation of virus definition files have been installed and verified within 30 days after being qualified by the system Vendor'",SE
15,"Prior to scheduled maintenance, for systems maintained by the Vendor, the Vendor shall update the security patch levels of all ASD systems current to within 3 months of the security patch being available and qualified by the respective system Vendor'",SE
15,"Prior to scheduled maintenance, the Principal shall reconfirm that all users other than operators and service groups shall have unique individual usernames and passwords in cases where such are generated by the system'",SE
15,During scheduled maintenance testing the Vendors system shall demonstrate that invalid login attempts are logged and reported in a timely manner to an interface specified by the Principal',SE
15,"During scheduled maintenance testing, the Vendor shall re-verify that controls are in place to ensure system passwords are comprised of at  least eight characters in length and consist of a combination of at least three of the following four character sets lowercase, uppercase, numeric digit, and special character'",SE
15,During scheduled maintenance testing the Vendors system shall re- verify that local and domain user account passwords have been configured to automatically expire every 180 days or otherwise as request by the Principal',SE
